874,0,0,0,0,1,0,0
875,0,1,1,1,1,0,0
876,0,0,0,0,1,0,0
877,0,0,0,0,1,0,1
878,0,0,1,0,1,0,0
879,0,1,0,0,1,0,0
880,0,0,1,0,1,0,0
881,0,1,0,0,1,0,0
882,1,0,0,0,1,0,1
883,0,0,1,0,1,1,1
884,0,0,1,0,1,0,0
885,0,0,1,0,1,1,0
886,0,0,1,0,1,0,1
887,1,0,1,0,1,0,1
888,0,1,1,1,1,0,0
889,0,0,1,0,1,0,0
890,0,0,1,0,0,1,0
891,0,0,1,0,1,0,0
892,0,1,0,0,0,0,0
893,0,0,1,0,1,1,0
894,1,1,0,0,1,0,1
895,1,1,0,0,0,0,1
896,0,0,0,0,1,1,0
897,1,0,0,1,1,1,0
898,0,0,1,0,1,0,0
899,0,0,1,0,0,1,0
900,0,0,0,0,1,1,0
901,0,0,0,0,1,0,1
902,0,0,0,0,1,0,0
903,1,0,1,0,0,0,1
904,0,0,0,0,0,0,0
905,0,0,1,0,1,0,0
906,0,0,1,0,1,0,0
907,0,1,1,0,1,0,0
908,0,0,0,0,1,0,1
909,1,0,1,0,0,0,0
910,0,0,1,0,1,0,0
911,1,1,1,1,0,0,0
912,0,0,0,0,0,0,0
913,0,0,1,0,1,0,0
914,0,0,1,0,1,0,0
915,0,0,0,0,0,0,1
916,0,0,1,0,0,0,0
917,1,0,1,0,1,0,0
918,1,1,1,1,0,0,1
919,1,1,0,0,0,1,0
920,1,0,0,0,0,0,0
921,0,0,1,0,1,0,0
922,0,1,0,0,0,0,0
923,1,1,1,1,0,0,0
924,1,0,0,0,1,1,0
925,0,0,1,0,0,0,0
926,0,0,1,0,1,0,0
927,0,0,1,0,1,0,0
928,0,1,0,0,0,1,0
929,0,1,0,0,1,0,0
930,0,1,0,0,0,0,0
931,0,1,0,1,1,0,0
932,0,0,1,0,1,0,0
933,0,0,1,0,1,0,0
934,1,0,1,0,1,0,0
935,0,0,0,0,1,0,0
936,1,1,1,1,0,0,0
937,1,1,0,1,1,0,0
938,0,0,1,0,0,0,0
939,1,1,1,1,1,1,0
940,0,0,0,0,1,0,0
941,0,0,1,0,1,1,0
942,0,1,0,1,0,0,0
943,1,0,0,0,0,0,1
944,0,0,1,0,0,0,0
945,1,1,1,1,1,0,0
946,0,0,0,0,1,0,1
947,0,0,0,0,1,0,0
948,0,0,0,0,1,0,0
949,0,0,1,0,1,0,0
950,0,1,0,0,1,0,0
951,0,0,1,0,1,0,0
952,0,0,1,0,0,0,0
953,0,0,1,0,0,0,0
954,0,0,0,0,1,0,0
955,0,0,0,0,1,0,0
956,0,0,0,0,1,1,0
957,0,1,0,0,1,1,1
958,1,0,0,0,0,0,0
959,0,0,1,0,1,0,1
960,0,0,1,0,0,0,0
961,0,0,0,0,1,0,0
962,0,0,1,0,1,0,1
963,0,0,0,0,1,1,0
964,0,0,0,0,0,1,0
965,0,1,0,0,1,0,0
966,0,1,0,0,1,1,0
967,0,0,1,0,1,1,0
968,0,0,1,0,1,0,0
969,1,0,0,0,0,0,0
970,0,0,1,0,1,1,0
971,0,0,1,0,1,0,0
972,1,1,0,1,1,0,0
973,0,0,1,0,0,0,0
974,0,0,1,0,1,0,0
975,0,0,1,0,0,0,0
976,1,1,1,1,0,0,0
977,0,1,0,0,1,0,0
978,1,1,0,1,0,0,0
979,1,0,1,0,1,1,0
980,0,1,0,1,1,0,0
981,1,1,1,1,0,0,0
982,0,1,0,0,1,0,0
983,0,0,1,0,1,0,1
984,0,0,0,0,1,0,0
985,0,0,1,0,1,0,0
986,0,0,1,0,1,1,0
987,1,0,0,0,1,1,0
988,0,0,1,0,0,0,0
989,0,0,1,0,0,0,0
990,0,0,0,0,0,1,0
991,1,0,0,0,0,0,0
992,1,0,0,0,0,1,0
993,1,1,0,1,0,0,0
994,0,1,0,0,1,0,0
995,1,0,0,0,1,0,0
996,1,1,1,1,0,0,0
997,0,0,1,0,0,1,0
998,1,0,1,0,1,0,0
999,0,0,1,0,1,0,0
1000,0,0,0,0,1,0,0
1001,1,0,0,1,1,0,0
1002,0,0,1,0,1,1,0
1003,1,0,1,0,0,0,0
1004,0,0,1,0,1,0,0
1005,0,0,0,0,0,0,0
1006,0,0,0,0,1,0,0
1007,0,0,1,0,1,0,1
1008,0,0,1,0,1,0,0
1009,0,0,1,0,1,0,0
1010,1,0,1,0,0,0,0
1011,0,0,0,0,0,0,0
1012,1,0,1,0,0,1,0
1013,0,0,1,0,1,0,0
1014,0,1,0,0,1,0,0
1015,0,0,1,0,1,0,0
1016,0,0,0,0,0,1,0
1017,1,1,0,1,0,1,0
1018,0,0,0,0,0,0,0
1019,0,0,1,0,0,0,0
1020,1,0,0,1,1,0,0
1021,0,0,1,0,0,0,0
1022,1,1,0,0,0,0,0
1023,1,1,0,1,0,0,0
1024,0,0,0,0,1,0,0
1025,1,0,1,0,1,0,0
1026,1,0,0,1,1,0,0
1027,1,1,0,1,1,0,1
1028,0,0,0,0,1,0,1
1029,0,0,1,0,1,0,0
1030,1,1,0,1,0,0,0
1031,0,0,1,0,1,0,0
1032,1,0,0,0,0,0,0
1033,0,0,0,0,1,1,0
1034,1,0,0,0,0,0,1
1035,0,0,1,0,1,1,1
1036,0,0,0,0,1,0,0
1037,1,0,0,0,0,0,0
1038,0,0,0,0,0,1,0
1039,1,1,0,1,1,0,0
1040,0,0,0,0,0,1,0
1041,1,1,1,1,0,0,1
1042,1,1,0,1,1,1,0
1043,0,0,1,0,1,0,0
1044,0,0,1,0,1,1,0
1045,0,0,1,0,1,0,0
1046,0,0,1,0,1,1,0
1047,1,1,0,1,1,0,0
1048,1,1,0,0,1,0,0
1049,0,0,1,0,0,1,0
1050,0,0,0,0,1,0,0
1051,0,0,0,0,1,0,0
1052,0,1,0,0,1,0,0
1053,0,0,1,0,1,1,0
1054,1,1,1,1,0,0,0
1055,0,0,1,0,1,0,0
1056,1,1,1,1,1,0,0
1057,1,1,1,1,0,0,0
1058,0,0,0,0,1,0,0
1059,0,0,1,0,0,0,0
1060,0,0,1,0,1,1,1
1061,0,1,1,1,1,0,0
1062,0,1,0,0,1,0,0
1063,0,0,1,0,1,0,0
1064,0,0,0,0,1,1,1
1065,0,0,1,0,0,0,0
1066,0,0,0,0,1,0,0
1067,0,0,0,0,1,0,0
1068,0,0,0,0,1,0,0
1069,0,0,1,0,1,0,0
1070,1,1,1,1,0,0,0
1071,0,0,1,0,1,0,0
1072,1,1,0,1,0,0,1
1073,0,0,0,0,0,0,0
1074,0,0,0,0,1,0,0
1075,0,0,1,0,1,1,0
1076,0,0,1,0,1,0,0
1077,0,0,0,0,1,1,0
1078,0,0,1,0,1,0,1
1079,1,0,1,1,1,0,0
1080,0,1,0,1,1,0,1
1081,1,1,0,1,0,0,0
1082,1,1,0,1,0,0,0
1083,0,1,1,1,1,1,0
1084,0,0,1,0,1,1,0
1085,0,0,1,0,1,0,0
1086,1,0,0,0,0,0,0
1087,1,0,1,0,0,0,1
1088,0,0,1,0,0,0,0
1089,0,0,1,0,0,1,0
1090,0,0,0,0,1,0,0
1091,1,0,0,0,0,0,0
1092,0,0,0,0,1,0,0
1093,0,0,1,0,1,0,0
1094,0,1,0,0,1,0,0
1095,0,0,1,0,1,1,0
1096,1,1,0,1,0,1,0
1097,0,1,0,0,1,0,0
1098,0,0,0,0,1,1,0
1099,1,1,0,1,1,0,1
1100,0,0,0,0,0,0,0
1101,0,0,1,0,1,0,0
1102,0,0,0,0,0,1,0
1103,0,0,1,0,1,0,0
1104,0,0,1,0,1,1,0
1105,0,0,1,0,0,0,0
1106,0,0,0,0,1,1,0
1107,0,0,0,0,1,1,0
1108,0,0,0,0,1,1,0
1109,0,0,1,0,1,0,0
1110,0,0,0,0,1,0,0
1111,1,0,0,0,0,0,0
1112,0,0,0,0,1,1,0
1113,0,0,0,0,0,0,0
1114,0,1,0,0,1,0,0
1115,0,0,1,0,0,0,0
1116,0,0,0,0,1,0,0
1117,0,0,0,0,0,0,0
1118,0,0,1,0,1,0,0
1119,0,0,1,0,1,0,0
1120,1,0,0,0,0,0,0
1121,0,0,1,0,1,0,0
1122,0,0,1,0,1,0,0
1123,1,0,0,0,1,1,1
1124,1,1,0,1,0,0,1
1125,1,0,0,1,1,1,1
1126,1,0,0,0,0,0,1
1127,0,0,1,0,1,0,0
1128,0,0,0,0,1,0,0
1129,0,0,0,0,1,1,1
1130,0,0,0,0,1,0,0
1131,1,0,1,0,1,0,0
1132,1,0,1,1,1,0,0
1133,0,0,1,0,1,0,1
1134,0,0,1,0,0,1,0
1135,0,0,0,0,1,0,0
1136,0,0,0,0,1,0,0
1137,0,0,1,0,1,0,0
1138,1,1,0,1,0,0,0
1139,1,1,1,1,0,0,0
1140,0,0,1,0,1,1,0
1141,0,0,0,0,1,0,0
1142,1,0,1,1,1,0,0
1143,0,0,0,0,1,0,0
1144,0,0,1,0,1,0,0
1145,1,0,1,0,0,1,1
1146,1,0,1,0,1,0,0
1147,0,0,1,0,1,0,0
1148,0,0,0,0,1,0,0
1149,0,0,1,0,0,1,0
1150,0,0,1,0,0,1,1
1151,1,0,0,0,0,0,0
1152,0,0,1,0,0,0,0
1153,1,0,1,0,1,0,0
1154,0,0,0,0,0,0,0
1155,1,1,1,1,0,0,0
1156,0,0,0,0,1,1,0
1157,0,0,1,0,1,1,0
1158,0,0,0,0,0,0,0
1159,0,0,1,0,1,1,0
1160,0,0,1,0,1,0,0
1161,0,0,1,0,1,0,0
1162,1,0,0,0,0,0,0
1163,1,1,1,1,0,0,1
1164,0,0,1,0,1,0,0
1165,1,0,1,0,1,0,0
1166,0,0,1,0,1,1,0
1167,0,0,0,0,1,0,0
1168,0,0,0,0,0,1,0
1169,1,0,0,0,1,1,0
1170,1,0,0,0,1,1,0
1171,0,0,1,0,1,1,0
1172,1,0,0,0,0,0,0
1173,0,0,0,0,1,0,0
1174,0,0,1,0,1,0,0
1175,0,0,0,0,1,0,0
1176,0,0,1,0,1,0,0
1177,1,0,1,0,0,1,0
1178,0,1,0,0,1,0,1
1179,0,0,1,0,1,1,0
1180,1,1,0,1,1,0,1
1181,1,1,0,1,0,0,1
1182,1,0,0,0,1,0,0
1183,0,0,1,0,1,0,0
1184,0,0,1,0,1,0,1
1185,1,0,1,0,1,0,0
1186,0,0,0,0,0,0,0
1187,1,0,0,0,1,0,0
1188,0,0,1,0,0,0,0
1189,0,0,1,0,0,1,0
1190,0,0,0,0,1,0,0
1191,0,0,1,0,1,0,0
1192,0,0,1,0,1,0,1
1193,0,0,1,0,1,0,0
1194,0,0,1,0,1,0,0
1195,0,0,1,0,1,1,1
1196,1,1,1,1,0,0,0
1197,1,1,1,1,1,1,0
1198,0,0,1,0,0,0,0
1199,1,1,1,1,0,1,1
1200,0,0,1,0,1,0,0
1201,0,0,0,0,0,1,0
1202,0,0,0,0,1,0,0
1203,0,0,1,0,0,0,0
1204,0,0,0,0,0,0,0
1205,0,0,1,0,0,0,0
1206,0,0,0,0,1,1,0
1207,0,1,1,1,1,0,0
1208,1,0,1,0,1,0,1
1209,1,0,1,0,0,0,0
1210,1,1,1,1,0,0,0
1211,1,0,1,0,1,0,0
1212,0,0,1,0,1,0,0
1213,0,0,1,0,0,1,0
1214,0,0,1,0,1,0,0
1215,0,0,1,1,1,0,1
1216,0,0,1,0,1,1,0
1217,0,0,0,0,1,0,0
1218,1,1,1,1,1,0,1
1219,0,0,0,0,1,0,0
1220,0,0,0,0,1,0,0
1221,0,0,0,0,1,0,0
1222,0,0,0,0,1,1,1
1223,0,0,0,0,0,0,0
1224,0,0,1,0,1,0,0
1225,0,0,1,0,0,0,0
1226,0,0,0,0,1,0,1
1227,0,1,0,0,0,0,0
1228,0,0,0,0,0,1,0
1229,0,0,1,0,1,0,0
1230,1,1,1,1,1,0,0
1231,1,0,0,0,0,0,0
1232,0,0,1,0,1,1,0
1233,0,0,1,0,1,0,0
1234,0,0,0,0,1,1,0
1235,1,0,1,0,0,0,0
1236,0,0,0,0,1,0,0
1237,0,1,0,0,1,0,0
1238,0,1,0,0,1,0,1
1239,0,0,0,0,1,1,1
1240,0,0,1,0,1,0,0
1241,0,0,1,0,1,1,0
1242,0,0,0,0,1,0,1
1243,0,0,1,0,0,0,0
1244,0,0,1,0,1,1,0
1245,1,1,1,0,0,0,0
1246,1,1,1,1,0,0,0
1247,0,0,1,0,1,0,0
1248,0,0,0,0,1,1,0
1249,1,1,1,1,1,0,1
1250,0,0,1,0,1,0,0
1251,1,0,0,0,0,0,0
1252,1,1,1,1,1,0,0
1253,0,0,0,0,1,0,0
1254,0,0,1,0,1,1,0
1255,1,0,1,0,0,0,0
1256,0,0,0,0,1,0,0
1257,0,0,0,0,1,1,0
1258,0,0,0,0,1,0,0
1259,0,0,1,0,1,0,0
1260,1,1,1,1,0,1,0
1261,1,1,1,1,0,0,0
1262,0,0,0,0,1,1,0
1263,0,0,0,0,1,1,1
1264,0,1,1,0,1,0,1
1265,0,0,0,0,1,1,0
1266,0,0,1,0,1,1,0
1267,0,0,0,0,1,0,0
1268,0,0,1,0,1,1,0
1269,0,0,1,0,1,0,0
1270,0,0,0,0,1,0,0
1271,1,0,1,0,0,0,0
1272,0,0,0,0,1,0,0
1273,0,0,0,0,1,0,1
1274,0,0,1,0,1,0,0
1275,1,1,1,1,1,0,0
1276,0,0,1,0,0,1,0
1277,1,1,0,1,0,0,0
1278,1,0,0,1,1,0,1
1279,1,0,0,0,0,0,0
1280,1,1,1,1,0,0,0
1281,0,0,1,0,0,0,0
1282,1,1,0,1,0,0,1
1283,0,0,1,0,1,0,0
1284,0,0,0,0,1,1,1
1285,0,0,1,0,1,0,0
1286,0,0,0,0,1,0,0
1287,1,1,0,0,0,0,1
1288,0,0,0,0,0,0,0
1289,0,1,0,1,1,0,0
1290,0,0,1,0,1,0,0
1291,0,0,1,0,0,0,0
1292,0,0,1,0,1,0,0
1293,1,0,0,0,0,0,1
1294,0,0,0,0,1,0,0
1295,0,0,0,0,0,1,0
1296,0,0,1,0,1,0,0
1297,0,0,1,0,1,1,0
1298,0,0,1,0,1,0,0
1299,0,0,0,0,0,0,0
1300,0,0,1,0,1,0,0
1301,0,0,1,0,0,0,0
1302,1,1,0,1,1,0,1
1303,1,0,1,0,0,0,0
1304,0,0,1,0,1,1,0
1305,0,0,0,0,1,0,1
1306,0,0,0,0,1,0,1
1307,1,0,1,0,1,0,0
1308,0,0,0,0,0,0,0
1309,0,1,0,0,0,1,0
1310,0,0,1,0,1,1,1
1311,0,0,1,0,1,1,0
1312,1,1,0,1,1,1,0
1313,1,0,0,0,1,0,0
1314,1,0,1,0,1,0,0
1315,0,0,0,0,1,0,0
1316,0,0,0,0,1,0,0
1317,1,1,0,1,0,0,0
1318,0,0,1,0,1,1,1
1319,0,0,1,0,1,1,0
1320,0,0,0,0,1,0,1
1321,0,0,1,0,1,0,0
1322,1,1,1,1,0,0,0
1323,0,0,1,0,0,0,0
1324,0,0,1,0,1,0,0
1325,0,0,0,0,0,0,0
1326,0,0,0,0,1,1,0
1327,0,0,1,0,1,0,0
1328,0,0,0,0,1,1,0
1329,1,1,0,0,1,1,0
1330,0,0,1,0,0,0,0
1331,1,0,0,0,1,0,0
1332,0,0,1,0,0,1,0
1333,0,0,1,0,1,0,0
1334,0,0,1,0,0,0,1
1335,0,0,1,0,1,0,0
1336,1,0,0,0,0,0,1
1337,0,0,1,0,1,0,0
1338,0,0,0,0,1,0,0
1339,0,0,1,0,1,0,0
1340,0,0,0,0,1,0,0
1341,1,0,0,0,1,0,0
1342,0,0,1,0,0,1,0
1343,0,0,1,0,1,0,0
1344,1,1,0,1,0,0,1
1345,1,0,1,0,1,0,0
1346,1,1,0,1,0,0,0
1347,0,0,0,0,1,1,0
1348,1,0,1,1,1,0,0
1349,0,0,0,0,1,1,0
1350,1,1,1,1,1,0,0
1351,0,0,1,0,1,1,0
1352,0,0,1,0,1,0,0
1353,0,0,1,0,1,0,0
1354,0,0,1,0,1,0,0
1355,0,1,0,0,1,1,0
1356,0,1,0,0,1,0,1
1357,1,0,1,0,0,0,0
1358,0,0,0,0,0,0,1
1359,0,0,1,0,1,0,0
1360,1,0,0,0,1,0,1
1361,1,0,0,0,0,0,0
1362,0,0,1,0,1,0,0
1363,1,1,1,1,1,0,1
1364,0,0,1,0,0,0,0
1365,0,0,1,0,1,0,0
1366,1,0,0,0,0,0,0
1367,1,1,1,1,0,1,0
1368,0,0,0,0,1,0,0
1369,1,1,0,0,0,1,0
1370,0,0,1,0,0,0,0
1371,0,0,0,0,0,0,1
1372,0,0,1,0,1,1,1
1373,0,0,1,0,1,1,0
1374,1,1,0,1,1,0,0
1375,0,0,0,0,1,0,0
1376,1,1,0,1,1,0,0
1377,0,0,1,0,1,0,0
1378,0,0,0,0,1,0,0
1379,0,0,1,0,0,0,0
1380,0,1,0,0,1,0,0
1381,0,0,0,0,1,1,0
1382,0,0,1,0,1,0,0
1383,1,0,0,0,1,0,0
1384,0,0,1,0,1,0,0
1385,0,0,1,0,0,0,0
1386,0,0,0,0,1,0,0
1387,0,0,1,0,1,0,0
1388,1,0,1,0,0,0,0
1389,1,0,1,0,0,0,0
1390,0,0,1,0,1,0,0
1391,1,1,1,1,0,0,1
1392,0,0,0,0,0,0,1
1393,0,0,1,0,1,0,0
1394,0,0,0,0,1,0,0
1395,0,0,0,0,1,0,1
1396,0,0,0,0,1,1,0
1397,1,1,0,1,1,0,0
1398,1,0,1,0,1,1,0
1399,0,0,0,0,1,0,0
1400,0,0,1,0,1,0,0
1401,0,0,1,0,1,0,0
1402,0,0,1,0,0,0,0
1403,0,0,0,0,1,0,0
1404,0,0,1,0,0,1,0
1405,1,0,0,0,1,0,0
1406,1,1,1,0,0,0,0
1407,0,0,1,0,0,0,0
1408,1,0,0,0,0,0,0
1409,1,1,0,1,0,0,1
1410,0,1,0,0,1,1,0
1411,1,1,0,1,1,0,0
1412,1,1,0,1,0,0,0
1413,1,0,1,0,1,0,0
1414,1,1,0,1,0,0,1
1415,1,1,1,1,0,1,0
1416,0,0,0,0,1,0,0
1417,1,0,0,1,0,1,0
1418,0,0,1,0,1,0,0
1419,1,1,1,1,1,1,0
1420,0,0,0,0,0,0,0
1421,0,0,0,0,1,0,1
1422,1,1,1,1,0,0,0
1423,0,0,0,0,1,0,1
1424,0,0,1,0,1,1,0
1425,1,0,1,0,0,1,0
1426,1,1,1,1,0,1,0
1427,1,1,0,1,0,0,0
1428,0,0,1,0,1,1,1
1429,0,0,1,0,0,0,0
1430,0,0,1,0,1,0,0
1431,1,1,1,1,1,0,0
1432,1,0,1,0,0,0,0
1433,0,0,1,0,1,0,0
1434,1,0,1,0,1,1,0
1435,0,0,1,0,1,0,0
1436,1,0,0,0,0,0,0
1437,0,0,1,0,1,0,0
1438,0,0,1,0,1,0,0
1439,0,0,0,0,1,0,0
1440,0,0,1,0,1,1,1
1441,0,0,1,1,1,0,0
1442,1,0,1,0,1,0,1
1443,0,0,1,0,0,0,0
1444,0,0,0,0,1,0,0
1445,1,1,0,1,0,0,0
1446,0,0,1,0,1,1,0
1447,0,0,1,0,0,0,0
1448,0,1,0,0,1,0,0
1449,0,0,1,0,0,0,0
1450,1,1,1,1,1,0,0
1451,0,0,0,0,1,1,0
1452,0,0,0,0,1,1,0
1453,0,0,0,0,0,0,0
1454,1,0,1,0,0,0,0
1455,0,0,0,0,1,0,0
1456,1,0,1,0,1,0,0
1457,0,0,1,0,0,0,0
1458,0,0,1,0,0,0,1
1459,0,0,1,0,1,0,0
1460,0,0,0,0,1,0,0
1461,1,1,0,1,1,0,0
1462,0,0,1,0,1,0,0
1463,1,1,0,1,1,0,1
1464,1,0,0,0,1,0,1
1465,0,0,1,0,1,0,0
1466,0,0,0,0,1,0,0
1467,0,0,1,0,1,1,1
1468,0,0,1,0,1,1,1
1469,0,0,0,0,1,0,0
1470,0,0,1,0,1,0,1
1471,0,0,0,0,1,1,0
1472,0,0,0,0,1,0,0
1473,0,0,0,0,0,0,0
1474,0,0,0,0,1,0,1
1475,0,0,1,1,0,0,0
1476,0,0,1,0,1,0,0
1477,0,0,1,0,1,0,0
1478,0,0,1,0,0,0,1
1479,1,1,1,1,0,0,0
1480,0,0,0,0,1,0,0
1481,0,1,0,0,1,1,0
1482,1,0,0,0,1,0,0
1483,0,0,0,0,1,0,1
1484,0,0,0,0,1,0,0
1485,1,0,1,0,0,0,0
1486,0,0,1,0,1,0,0
1487,0,0,1,0,1,1,0
1488,0,0,1,0,0,1,1
1489,0,0,0,0,1,1,0
1490,0,0,0,0,1,0,0
1491,0,0,1,0,1,0,0
1492,1,0,0,0,0,0,0
1493,0,0,1,0,1,0,0
1494,1,0,0,0,0,0,0
1495,0,0,0,0,1,1,0
1496,0,0,1,0,1,0,1
1497,0,0,1,0,1,0,0
1498,0,0,1,0,0,0,0
1499,0,0,1,0,1,0,0
1500,1,0,0,0,1,0,0
1501,1,0,1,0,0,0,0
1502,0,0,1,0,1,0,0
1503,0,0,1,0,0,0,0
1504,0,0,1,0,1,0,0
1505,0,0,0,0,1,0,0
1506,0,0,0,0,1,1,0
1507,0,0,0,0,0,0,0
1508,0,0,0,0,1,0,0
1509,0,0,1,0,1,0,0
1510,1,1,1,1,0,0,1
1511,1,0,1,1,0,0,0
1512,0,0,1,0,1,0,0
1513,0,0,1,0,1,0,1
1514,0,0,1,0,1,0,0
1515,0,0,1,0,0,0,0
1516,1,1,0,1,1,1,0
1517,1,0,1,0,1,0,0
1518,0,0,1,0,1,0,1
1519,0,0,1,0,0,0,0
1520,0,0,0,0,1,1,0
1521,1,1,0,1,0,0,1
1522,1,0,0,0,0,0,0
1523,0,0,0,0,1,1,0
1524,0,0,1,0,1,0,1
1525,0,1,1,1,0,1,0
1526,1,0,0,0,0,0,1
1527,0,0,0,0,1,0,0
1528,0,0,0,0,0,0,0
1529,0,0,0,0,1,0,0
1530,0,0,1,0,1,1,0
1531,1,0,1,0,0,0,0
1532,1,1,1,1,0,1,0
1533,0,0,1,0,1,0,0
1534,0,0,1,0,1,0,0
1535,1,0,1,0,1,0,0
1536,0,0,1,0,1,1,0
1537,0,0,1,0,0,0,0
1538,0,0,0,0,1,0,1
1539,0,0,1,0,0,1,0
1540,0,0,0,0,0,0,0
1541,1,0,1,0,0,0,0
1542,0,1,1,1,1,0,0
1543,0,1,0,1,1,0,0
1544,0,0,1,0,0,0,0
1545,0,0,1,0,1,0,0
1546,0,0,1,0,1,0,0
1547,1,1,1,1,0,0,0
1548,0,0,1,0,1,1,0
1549,1,0,0,0,0,0,0
1550,1,0,1,0,0,0,0
1551,0,0,1,0,1,1,0
1552,0,0,1,0,1,0,0
1553,0,0,1,0,0,0,0
1554,1,0,0,0,0,0,0
1555,0,0,1,0,1,0,0
1556,0,0,1,0,1,0,0
1557,1,1,1,0,1,0,0
1558,0,0,1,0,0,1,1
1559,0,0,0,0,1,0,0
1560,0,0,0,0,0,0,0
1561,0,0,0,0,1,0,0
1562,0,0,0,0,1,0,0
1563,1,1,1,1,1,0,0
1564,1,0,0,0,1,0,1
1565,1,1,0,1,0,1,0
1566,0,0,0,0,1,0,1
1567,1,0,0,0,1,0,0
1568,1,0,1,0,1,1,0
1569,0,0,0,0,1,0,1
1570,1,1,1,1,0,0,0
1571,0,0,1,0,1,1,0
1572,0,0,0,0,1,1,0
1573,1,1,0,1,1,0,1
1574,0,0,0,0,0,0,0
1575,0,0,1,0,0,1,0
1576,0,0,1,0,1,0,0
1577,1,1,0,1,0,0,0
1578,0,0,1,0,0,0,0
1579,0,0,0,0,1,0,1
1580,0,0,1,0,1,0,0
1581,0,0,0,0,1,0,0
1582,0,0,0,0,0,1,0
1583,0,0,1,0,1,0,0
1584,1,1,0,1,1,0,0
1585,0,0,0,0,1,0,0
1586,0,1,0,1,1,0,0
1587,1,0,0,0,0,1,0
1588,0,0,1,0,1,0,0
1589,1,0,1,0,0,0,0
1590,1,0,0,1,0,0,1
1591,0,0,0,0,1,1,0
1592,0,0,1,0,1,0,1
1593,0,0,0,0,1,1,0
1594,1,1,0,0,0,0,0
1595,1,1,1,1,1,1,0
1596,0,1,0,0,1,0,0
1597,0,0,1,0,0,0,0
1598,1,0,1,0,1,1,0
1599,0,0,1,0,1,0,0
1600,0,0,0,0,0,0,0
1601,0,0,0,0,0,0,0
1602,0,0,1,0,1,1,0
1603,0,0,1,0,1,0,0
1604,1,0,0,0,0,0,0
1605,1,1,1,1,1,0,0
1606,0,0,0,0,1,1,0
1607,1,0,1,0,0,0,0
1608,1,0,1,0,0,0,0
1609,0,0,0,0,1,0,1
1610,0,0,1,0,0,1,0
1611,0,0,1,0,1,0,0
1612,1,1,1,1,1,0,0
1613,0,0,1,0,1,0,0
1614,1,0,0,0,1,0,0
1615,0,0,1,0,1,0,0
1616,1,1,0,0,0,0,0
1617,1,0,1,0,1,0,0
1618,0,0,1,0,1,0,0
1619,0,0,1,0,0,1,0
1620,1,0,0,0,1,1,0
1621,0,0,1,0,1,0,0
1622,0,0,0,0,1,1,0
1623,0,0,1,0,1,1,0
1624,0,0,0,0,0,0,0
1625,0,1,0,0,1,0,0
1626,0,0,1,0,1,1,0
1627,0,0,1,0,1,1,1
1628,0,0,0,0,0,0,0
1629,1,1,0,1,0,0,0
1630,1,1,1,1,1,0,0
1631,0,0,0,0,1,0,0
1632,0,0,1,0,1,0,0
1633,0,0,0,0,1,0,0
1634,1,1,0,0,1,1,0
1635,0,0,0,0,1,1,0
1636,0,0,0,0,1,0,0
1637,0,0,0,0,0,0,0
1638,0,0,0,0,1,0,0
1639,0,0,0,0,0,0,0
1640,0,0,1,0,1,1,0
1641,0,0,1,0,1,1,0
1642,0,0,0,0,1,0,0
1643,1,0,1,1,1,0,0
1644,0,0,1,0,1,0,0
1645,0,0,0,0,1,0,1
1646,1,1,1,1,0,0,0
1647,0,0,1,0,1,1,1
1648,0,0,1,0,0,0,0
1649,0,0,1,0,0,0,0
1650,0,0,0,0,1,0,1
1651,0,0,1,0,1,0,0
1652,0,0,0,0,1,0,0
1653,1,0,0,1,0,1,0
1654,0,0,1,0,0,1,0
1655,0,0,1,0,0,0,1
1656,1,0,1,0,1,0,0
1657,0,0,1,0,0,0,0
1658,0,0,1,0,1,0,1
1659,0,0,1,0,1,0,0
1660,1,0,0,1,0,0,1
1661,1,0,1,0,0,0,0
1662,1,1,1,1,0,0,0
1663,1,0,1,0,1,0,1
1664,0,1,0,0,1,1,1
1665,0,1,1,0,1,0,0
1666,1,1,0,1,1,0,1
1667,0,0,0,0,0,1,0
1668,0,0,0,0,1,0,1
1669,1,0,0,0,1,0,0
1670,1,0,1,0,1,0,0
1671,1,0,1,0,1,0,0
1672,0,1,1,1,1,0,0
1673,0,0,1,0,0,0,0
1674,0,1,0,0,0,1,0
1675,1,0,0,0,1,0,0
1676,0,0,0,0,1,0,0
1677,0,0,0,0,1,0,1
1678,0,0,1,0,0,0,0
1679,0,0,1,0,1,0,0
1680,0,0,1,0,1,1,0
1681,0,0,1,0,1,0,0
1682,1,1,0,1,0,0,0
1683,0,0,1,0,1,0,1
1684,1,0,1,0,1,0,0
1685,0,0,1,0,1,1,0
1686,0,0,0,0,1,0,0
1687,0,0,1,0,1,0,0
1688,0,0,1,0,1,0,0
1689,0,0,0,0,1,1,0
1690,1,0,1,0,0,0,0
1691,0,0,0,0,1,1,0
1692,0,0,0,0,1,0,0
1693,1,1,0,1,1,0,0
1694,1,0,1,1,1,1,0
1695,0,0,0,0,1,1,0
1696,0,0,1,0,1,1,0
1697,0,1,1,1,1,0,1
1698,1,1,1,1,0,1,0
1699,1,0,0,0,1,0,0
1700,1,1,0,1,0,0,0
1701,0,0,1,0,1,0,0
1702,1,0,1,0,0,0,0
1703,1,0,0,0,0,0,0
